iter	MultiClass
217	0.2885056141
218	0.2882602252
219	0.2881768571
220	0.2881152729
221	0.2878749857
222	0.2876188509
223	0.28741294
224	0.2872235142
225	0.2869951649
226	0.2869866821
227	0.2868468229
228	0.2866780822
229	0.2864087908
230	0.286237476
231	0.286038889
232	0.28586146
233	0.2857863002
234	0.2856645787
235	0.2856317697
236	0.2854876566
237	0.2853570907
238	0.2852340928
239	0.2851353517
240	0.2849104272
241	0.2846867001
242	0.2844366276
243	0.2844040187
244	0.2842541059
245	0.2840991579
246	0.2837383346
247	0.2837121939
248	0.2834413429
249	0.2834126473
250	0.2832071905
251	0.283075245
252	0.2829390558
253	0.2827723749
254	0.2824359112
255	0.2823635064
256	0.282324184
257	0.2820158392
258	0.2817625717
259	0.2816185898
260	0.2815171056
261	0.2814382592
262	0.2814146506
263	0.2812267069
264	0.2811682327
265	0.2810888172
266	0.2808487666
267	0.2808342599
268	0.2807572414
269	0.280572291
270	0.2803139602
271	0.2802299867
272	0.2800297328
273	0.2799465971
274	0.2798976464
275	0.2796638061
276	0.2794769993
277	0.2791991459
278	0.2790791364
279	0.2789836429
280	0.278948246
281	0.2787164125
282	0.2785703469
283	0.2784488832
284	0.2782320191
285	0.2781620014
286	0.2780437516
287	0.2779990952
288	0.2776625794
289	0.2775489696
290	0.2774341046
291	0.2772980972
292	0.2770904856
293	0.2769398753
294	0.276748266
295	0.2766975003
296	0.2766834407
297	0.2765543166
298	0.2763753123
299	0.2762010317
300	0.2761827878
301	0.2760026709
302	0.2759466329
303	0.2757704346
304	0.2753992926
305	0.2751561193
306	0.2750478376
307	0.2748592809
308	0.2747186461
309	0.274390818
310	0.2743371052
311	0.274153381
312	0.2740487927
313	0.2738044801
314	0.2735933061
315	0.2734037891
316	0.2731581173
317	0.2730747336
318	0.2728415678
319	0.2727757676
320	0.272733314
321	0.2725868479
322	0.2724826791
323	0.272354664
324	0.2720611534
325	0.2719886403
326	0.2716101722
327	0.2714134083
328	0.2712805864
329	0.2710670403
330	0.2709914038
331	0.2708812427
332	0.2707828149
333	0.2707602987
334	0.270731094
335	0.2706134322
336	0.2705593406
337	0.2703354629
338	0.2702439761
339	0.2700417171
340	0.2697882106
341	0.2696461856
342	0.2695292752
343	0.2692272132
344	0.2691164334
345	0.2690587931
346	0.268900634
347	0.268745928
348	0.2686586161
349	0.2686374802
350	0.2684464176
351	0.2683283763
352	0.2682586978
353	0.2680827653
354	0.2680179862
355	0.2677594684
356	0.2674717479
357	0.2673846823
358	0.2672748643
359	0.2671810443
360	0.2670794373
361	0.2669946066
362	0.2668782874
363	0.2668095344
364	0.2666415592
365	0.2665934928
366	0.2664419683
367	0.2663936884
368	0.2663292684
369	0.2661141409
370	0.2659236714
371	0.265861373
372	0.2654908613
373	0.265329368
374	0.2650689472
375	0.2649983976
376	0.2648480341
377	0.2647742075
378	0.2646080341
379	0.2645584314
380	0.2643945181
381	0.2643659938
382	0.2641515414
383	0.2640274769
384	0.2639847825
385	0.2639600235
386	0.26373316
387	0.2636491298
388	0.263514184
389	0.2633088003
390	0.2631499322
391	0.2630680143
392	0.262877501
393	0.2627605159
394	0.2625842924
395	0.2624318744
396	0.2623091306
397	0.2622271669
398	0.262100122
399	0.2619294416
400	0.2618024586
401	0.2616903873
402	0.2615782954
403	0.2614445448
404	0.2613279813
405	0.261054268
406	0.2609487091
407	0.2607759364
408	0.2606861724
409	0.2605647674
410	0.2605229256
411	0.2603946895
412	0.260356746
413	0.260263885
414	0.2598565326
415	0.2597030108
416	0.2596810256
417	0.2595814918
418	0.259540582
419	0.2593880031
420	0.2593500796
421	0.2592681599
422	0.2591323185
423	0.259074014
424	0.2588833133
425	0.2587768034
426	0.2586417329
427	0.2585721074
428	0.2584610662
429	0.2582901032
430	0.258197152
431	0.2579188181
432	0.2576553407
433	0.2576062143
434	0.2575009477
435	0.2573919879
436	0.2573711128
437	0.2573114347
438	0.2571746416
439	0.2569268423
440	0.2568733783
441	0.256845543
442	0.256637242
443	0.2564667173
444	0.2564452286
445	0.2563486869
446	0.2562054614
447	0.2559569674
448	0.2558675147
449	0.2557408596
450	0.2556999056
451	0.2554719461
452	0.255374762
453	0.2552981824
454	0.2552070769
455	0.2551139333
456	0.2549351215
457	0.2547983613
458	0.2546775152
459	0.2544787464
460	0.2543376232
461	0.2543041954
462	0.2542279166
463	0.2540859621
464	0.2539326312
465	0.253907976
466	0.2538368856
467	0.2535404608
468	0.2533510326
469	0.2532988136
470	0.253217419
471	0.2530854118
472	0.2530390634
473	0.2528189765
474	0.2526659276
475	0.2525702417
476	0.252534746
477	0.2523250471
478	0.2522603262
479	0.2521877926
480	0.2520767341
481	0.2520257234
482	0.2519476041
483	0.2518864247
484	0.2518010893
485	0.2516672338
486	0.25149155
487	0.2512484882
488	0.2511616063
489	0.2508917165
490	0.2507965793
491	0.2506454292
492	0.2505310731
493	0.2504051994
494	0.2501741491
495	0.2501035027
496	0.2499158892
497	0.2497029571
498	0.2494708809
499	0.2493582881
500	0.2492439643
501	0.2490811234
502	0.2488787729
503	0.2487250606
504	0.2485008674
505	0.2484267604
506	0.2483118495
507	0.2482406191
508	0.2482024386
509	0.2480999342
510	0.247969832
511	0.2478725398
512	0.2478097057
513	0.2477164931
514	0.2476186286
515	0.2475857617
516	0.2475539907
517	0.2474835055
518	0.2473375254
519	0.2471670224
520	0.2470681261
521	0.2470344025
522	0.2469373543
523	0.2468513705
524	0.2467719627
525	0.2466784005
526	0.2466572661
527	0.2465532399
528	0.2464507342
529	0.2463771042
530	0.2462225809
531	0.2461647808
532	0.2459890005
533	0.2458967757
534	0.2457369181
535	0.245706514
536	0.2456139245
537	0.2454876849
538	0.2454056962
539	0.245358948
540	0.245225901
541	0.2451496341
542	0.2450905593
543	0.2450002414
544	0.2449525201
545	0.2448515016
546	0.2447988367
547	0.2447417034
548	0.2446902482
549	0.2446514872
550	0.2444894134
551	0.2442710932
552	0.2442313328
553	0.2441951783
554	0.2439415765
555	0.2439226052
556	0.243747572
557	0.2435086587
558	0.243280792
559	0.2431822643
560	0.2431474806
561	0.242833001
562	0.242769738
563	0.242524816
564	0.2424407738
565	0.2423345002
566	0.2422924465
567	0.2422039143
568	0.2420177911
569	0.2419885655
570	0.2418710397
571	0.2417996674
572	0.2414818141
573	0.2414152705
574	0.2411916216
575	0.2411212945
576	0.2410506993
577	0.2410361787
578	0.2409509516
579	0.240896691
580	0.2406823777
581	0.2406196678
582	0.2405871845
583	0.2404727749
584	0.240280293
585	0.2401978981
586	0.2401595677
587	0.2400295453
588	0.2399511093
589	0.2398995458
590	0.23982232
591	0.2397722173
592	0.2397043739
593	0.2395906233
594	0.2395269572
595	0.239481842
596	0.2394335395
597	0.2393626005
598	0.2393217418
599	0.2392594373
600	0.2391769195
601	0.2391350066
602	0.2390386552
603	0.2389148176
604	0.2388251925
605	0.2387057094
606	0.2385111872
607	0.2384708206
608	0.2384232285
609	0.2383392632
610	0.2382772413
611	0.2380304104
612	0.237842978
613	0.2377886552
614	0.237713179
615	0.2375225396
616	0.2374484995
617	0.2374164858
618	0.2373882284
619	0.2373602618
620	0.2373004141
621	0.2372121406
622	0.2370963305
623	0.2368421739
624	0.2366558161
625	0.2362452795
626	0.2360162467
627	0.235974328
628	0.2358809254
629	0.2357531075
630	0.2354112426
631	0.2353397776
632	0.2352082792
633	0.2349756215
634	0.2349372625
635	0.2348353878
636	0.2347099474
637	0.2345798709
638	0.2343220641
639	0.2342808102
640	0.2341813812
641	0.2340859388
642	0.2340072182
643	0.2339363389
644	0.2338312331
645	0.233756163
646	0.2335573981
647	0.2334771309
648	0.2334164511
649	0.2333648251
650	0.2332886693
651	0.2331896269
652	0.2330548957
653	0.2328328929
654	0.2327288954
655	0.2324676682
656	0.232410548
657	0.2323799082
658	0.2323153771
659	0.2322599985
660	0.2322351139
661	0.2322228188
662	0.2320911344
663	0.2319368039
664	0.2318864396
665	0.2316959913
666	0.2315925897
667	0.2315113724
668	0.2314343151
669	0.2314160313
670	0.2312206446
671	0.2310889946
672	0.2309925525
673	0.2308553181
674	0.2308220277
675	0.2306627362
676	0.2306349979
677	0.2305243017
678	0.2303688266
679	0.230236665
680	0.2301440952
681	0.2299745285
682	0.2297107273
683	0.2296200204
684	0.2295001691
685	0.2294264001
686	0.2293387536
687	0.2291013108
688	0.229042548
689	0.2290230978
690	0.2289037986
691	0.2287359469
692	0.2286844102
693	0.2285949811
694	0.2284276229
695	0.2283971162
696	0.2282817149
697	0.228152304
698	0.2281063681
699	0.2279805666
700	0.2278269549
701	0.2277791694
702	0.2276878642
703	0.2275402006
704	0.227453432
705	0.2273470608
706	0.2272787878
707	0.2272680487
708	0.2272101425
709	0.2271473574
710	0.2269913426
711	0.2268252856
712	0.2267436164
713	0.2266806286
714	0.2265759161
715	0.2264528277
716	0.2263367207
717	0.2263269178
718	0.2262513936
719	0.2260974748
720	0.2259922966
721	0.2258982642
722	0.2257281088
723	0.2256420319
724	0.2255688811
725	0.2254825986
726	0.2254275551
727	0.2252885929
728	0.2251805889
729	0.2250195927
730	0.2248945395
731	0.2248305228
732	0.2245103636
733	0.224503979
734	0.2244593427
735	0.2242990972
736	0.2241788261
737	0.2241165266
738	0.2238612794
739	0.2238140722
740	0.2236770958
741	0.2235425472
742	0.2233420793
743	0.2232460007
744	0.2230429277
745	0.2227830274
746	0.2225671993
747	0.222444019
748	0.2221664056
749	0.2220363171
750	0.22188126
751	0.2217566951
752	0.2216633234
753	0.2214639885
754	0.2213939355
755	0.2212837678
756	0.2210411124
757	0.2209520138
758	0.2207423559
759	0.2206317559
760	0.2205455783
761	0.2204947399
762	0.220379913
763	0.2203377308
764	0.2202966338
765	0.2201573176
766	0.2200466502
767	0.2199545833
768	0.219804714
769	0.2198001008
770	0.2195813326
771	0.2194829403
772	0.2194548394
773	0.2193583849
774	0.2193162939
775	0.2192272539
776	0.2191259366
777	0.2190660908
778	0.2190372824
779	0.2189573307
780	0.2187591105
781	0.218678141
782	0.2185383806
783	0.218486157
784	0.2184138985
785	0.2183931848
786	0.2182093681
787	0.2179372896
788	0.2178989828
789	0.2177850956
790	0.2176175337
791	0.217437588
792	0.2173772887
793	0.2172041817
794	0.2171566812
795	0.2170549356
796	0.217009254
797	0.2169494689
798	0.2167760715
799	0.2167191728
800	0.2165789963
801	0.2163466045
802	0.2163350476
803	0.2161854897
804	0.2161421773
805	0.2160777876
806	0.2160478094
807	0.2160091587
808	0.2159286653
809	0.2159046848
810	0.2158383008
811	0.2158154125
812	0.2155909834
813	0.2154940374
814	0.2153998585
815	0.2153678244
816	0.2152621213
817	0.2151963827
818	0.2151486606
819	0.2150813892
820	0.2150468268
821	0.2150016302
822	0.2148282328
823	0.2147536787
824	0.2147119605
825	0.2146031913
826	0.2145411615
827	0.2144487358
828	0.2143379967
829	0.2142031821
830	0.2140891866
831	0.2140102591
832	0.2139659627
833	0.2138636442
834	0.2138386247
835	0.21366433
836	0.2136429247
837	0.2135334152
838	0.2135062828
839	0.213473032
840	0.2133218319
841	0.2132666983
842	0.2130199513
843	0.2129636319
844	0.2128919499
845	0.2128240375
846	0.2126818508
847	0.2125057481
848	0.21234702
849	0.2122234814
850	0.21218338
851	0.2120769715
852	0.2120280132
853	0.21194868
854	0.2119056718
855	0.2116836718
856	0.2116263839
857	0.2115436901
858	0.2115348294
859	0.2114485437
860	0.2113489623
861	0.2112009697
862	0.2110912354
863	0.2110602573
864	0.2110515061
865	0.2110005834
866	0.2109627891
867	0.2109387613
868	0.2109001709
869	0.2105823351
870	0.2105588497
871	0.210452611
872	0.2103691519
873	0.2102713965
874	0.2100796974
875	0.2099357034
876	0.2098669001
877	0.2097900544
878	0.2096312554
879	0.209416433
880	0.2093415804
881	0.2093306896
882	0.2092545191
883	0.2091199419
884	0.2090143671
885	0.2088689087
886	0.2088215232
887	0.2087516743
888	0.2086042753
889	0.2085091563
890	0.2084286467
891	0.2082510081
892	0.2081157679
893	0.2081005918
894	0.2079900724
895	0.2079340774
896	0.2078980771
897	0.2078614969
898	0.2077656872
899	0.207690834
900	0.2074280324
901	0.2074103599
902	0.207330412
903	0.2070778722
904	0.2070102984
905	0.2069282167
906	0.2068553775
907	0.2067377135
908	0.2066450297
909	0.2066024052
910	0.2064785596
911	0.2062537011
912	0.2059967213
913	0.2059510729
914	0.2058671722
915	0.2058094936
916	0.2057602729
917	0.205657995
918	0.2055929036
919	0.2055422261
920	0.2054044858
921	0.2053103581
922	0.2051123345
923	0.2050387248
924	0.2048587139
925	0.2048278888
926	0.2047276868
927	0.2046541054
928	0.2046269472
929	0.2045361568
930	0.2044722
931	0.2042075294
932	0.2041685865
933	0.2040974387
934	0.204044805
935	0.2038828376
936	0.2037675494
937	0.2036970798
938	0.2036775562
939	0.2035099608
940	0.203474448
941	0.2034590171
942	0.2034170891
943	0.2033297359
944	0.2032310281
945	0.2031784797
946	0.2031429708
947	0.2028643269
948	0.2027800482
949	0.2026518841
950	0.2025366528
951	0.2025081881
952	0.2024806718
953	0.2023844095
954	0.2022888275
955	0.2021092099
956	0.2020783775
957	0.2019922782
958	0.2019647895
959	0.2018871255
960	0.2017941934
961	0.2015749366
962	0.2014263045
963	0.2013969888
964	0.2012243738
965	0.2011939791
966	0.2011437969
967	0.2010429267
968	0.2007267491
969	0.200682863
970	0.2006289147
971	0.2005541494
972	0.200492436
973	0.200443227
974	0.2003675182
975	0.2002644981
976	0.200181896
977	0.2000822035
978	0.199982689
979	0.1999571894
980	0.1998950777
981	0.1997722683
982	0.1997232625
983	0.1996584316
984	0.1995518739
985	0.1994410153
986	0.1992291277
987	0.1991221596
988	0.1989896262
989	0.1989578255
990	0.1988364495
991	0.1988116664
992	0.1986629886
993	0.198633517
994	0.1985575478
995	0.1985091479
996	0.1984823638
997	0.1983283265
998	0.1982713578
999	0.1982519816
1000	0.1981536561
1001	0.1980119596
1002	0.1978911454
1003	0.1977897922
1004	0.1976159775
1005	0.1975128937
1006	0.1974689224
1007	0.1974542328
1008	0.1973754545
1009	0.1972217625
1010	0.1971638042
1011	0.1970552591
1012	0.1969644623
1013	0.1969118834
1014	0.1967792166
1015	0.1967671578
1016	0.1967059746
1017	0.1965755011
1018	0.1965415523
1019	0.1964548559
1020	0.196358357
1021	0.1961662603
1022	0.1961618342
1023	0.1960588404
1024	0.1958219931
1025	0.1956763987
1026	0.1955215082
1027	0.1954713141
1028	0.1954427418
1029	0.1952540713
1030	0.1952165349
1031	0.1952038955
1032	0.1950787767
1033	0.1949557814
1034	0.1949123656
1035	0.1948547896
1036	0.1947546053
1037	0.194599744
1038	0.1945286759
1039	0.194432472
1040	0.1943914528
1041	0.1942704316
1042	0.19419387
1043	0.1940841605
1044	0.1940322556
1045	0.1939159669
1046	0.1938539471
1047	0.1938152137
1048	0.1935974695
1049	0.1934603898
1050	0.1933807638
1051	0.1933389617
1052	0.1933007422
1053	0.1932841142
1054	0.1932020919
1055	0.1931712066
1056	0.1931307913
1057	0.1930916006
1058	0.1930439901
1059	0.1927612503
1060	0.1926825889
1061	0.1925790902
1062	0.192540137
1063	0.1924822325
1064	0.192440449
1065	0.1923495674
1066	0.1922841446
1067	0.1922587905
1068	0.1921333502
1069	0.192098909
1070	0.1919417504
1071	0.1918809468
1072	0.1917004474
1073	0.1915440537
1074	0.191428405
1075	0.1912128601
1076	0.1911284503
1077	0.1910358381
1078	0.1909279577
1079	0.1909012372
1080	0.1908770139
1081	0.1908280472
1082	0.1907851335
1083	0.1907056171
1084	0.1906396782
1085	0.190545621
1086	0.1905237948
1087	0.1904072806
1088	0.190395141
1089	0.1903039549
1090	0.1902588494
1091	0.1901655412
1092	0.1900588787
1093	0.1899163737
1094	0.1898299764
1095	0.1897395555
1096	0.1896969462
1097	0.189451732
1098	0.1894146671
1099	0.1893452524
1100	0.1892627824
1101	0.189238912
1102	0.1891057101
1103	0.1889201672
1104	0.1888645898
1105	0.1886918019
1106	0.1884896957
1107	0.1884026849
1108	0.1883676368
1109	0.1882686713
1110	0.1882073065
1111	0.1880898747
1112	0.1879392709
1113	0.1877317139
1114	0.1876764904
1115	0.1876383282
1116	0.1875430392
1117	0.1874446377
1118	0.1873495616
1119	0.18721318
1120	0.1871733071
1121	0.187094884
1122	0.1870123191
1123	0.1869533499
1124	0.1868881871
1125	0.1868356179
1126	0.186767995
1127	0.1865760785
1128	0.186530863
1129	0.1865046609
1130	0.1863809851
1131	0.186155784
1132	0.1861214401
1133	0.1860090647
1134	0.1859090431
1135	0.1857643987
1136	0.1856835329
1137	0.1856235493
1138	0.1856060406
1139	0.1854250173
1140	0.1853433834
1141	0.1853253514
1142	0.1852341323
1143	0.1851423218
1144	0.1851075465
1145	0.1850550374
1146	0.1849996315
1147	0.1849479245
1148	0.1849088877
1149	0.1848541322
1150	0.1848349376
1151	0.1847018297
1152	0.1846695725
1153	0.1846250229
1154	0.1845512854
1155	0.1845238036
1156	0.1844969633
1157	0.1844784079
1158	0.1843825883
1159	0.1843293347
1160	0.1842966077
1161	0.1842735714
1162	0.1841749405
1163	0.1841464283
1164	0.1841217617
1165	0.1840410613
1166	0.1839909467
1167	0.1838871228
1168	0.1838658356
1169	0.183804659
1170	0.1836590384
1171	0.1835965652
1172	0.1834563912
1173	0.18344631
1174	0.1834131159
1175	0.183189774
1176	0.1831514607
1177	0.1830224831
1178	0.1828859389
1179	0.1828690764
1180	0.182805728
1181	0.1827319883
1182	0.1827127922
1183	0.1826585833
1184	0.1826337765
1185	0.1825275024
1186	0.1823907158
1187	0.1823605948
1188	0.1822674176
1189	0.1822186406
1190	0.1821642569
1191	0.1821012765
1192	0.182028684
1193	0.1819725296
1194	0.1819017464
1195	0.181813837
1196	0.1817252573
1197	0.181681915
1198	0.1816357617
1199	0.1814558814
1200	0.1814071775
1201	0.1813010551
1202	0.1812380598
1203	0.181176291
1204	0.1811350127
1205	0.1810988381
1206	0.181068852
1207	0.1810329677
1208	0.180962739
1209	0.1808996691
1210	0.1808651403
1211	0.1808384302
1212	0.1807256692
1213	0.1806107342
1214	0.1805211112
1215	0.1805043966
1216	0.1802500348
1217	0.180215792
1218	0.1801299465
1219	0.1799927906
1220	0.1798748258
1221	0.1797872366
1222	0.1796080422
1223	0.1795344408
1224	0.1794258708
1225	0.1793193917
1226	0.1790662364
1227	0.1789201822
1228	0.1788960678
1229	0.1788393794
1230	0.1786464035
1231	0.1785284148
1232	0.1784578145
1233	0.1783317364
1234	0.178243268
1235	0.1781678401
1236	0.1781161989
1237	0.1780660717
1238	0.1779447752
1239	0.1778353236
1240	0.1777579635
1241	0.1776134436
1242	0.1775264116
1243	0.1774557749
1244	0.1773836149
1245	0.177370525
1246	0.1773487002
1247	0.1773052345
1248	0.177234584
1249	0.177203421
1250	0.1771477829
1251	0.1770432257
1252	0.1768955344
1253	0.1768446155
1254	0.176719368
1255	0.1766805172
1256	0.1766524991
1257	0.176635431
1258	0.1765433609
1259	0.1764753622
1260	0.1764024589
1261	0.1762698057
1262	0.1762395245
1263	0.1761802213
1264	0.1760278869
1265	0.1759243945
1266	0.1758879283
1267	0.1757915158
1268	0.1757479147
1269	0.1756985303
1270	0.1756417401
1271	0.1756100013
1272	0.1754772417
1273	0.1754506305
1274	0.1753655096
1275	0.1751649526
1276	0.1751218781
1277	0.175092623
1278	0.1749869945
1279	0.1749010247
1280	0.1747898958
1281	0.1746500677
1282	0.1745927522
1283	0.1745686124
1284	0.1744916664
1285	0.174371679
1286	0.1743224677
1287	0.1742777205
1288	0.1742245377
1289	0.1741613623
1290	0.1741063475
1291	0.1739773879
1292	0.1738713364
1293	0.1737848809
1294	0.173758173
1295	0.1736356908
1296	0.1735536534
1297	0.1733700612
1298	0.1733485964
1299	0.1731933233
1300	0.1731413305
1301	0.1730801635
1302	0.1729838452
1303	0.1728121903
1304	0.1727925904
1305	0.1726499659
1306	0.1725261556
1307	0.1724536056
1308	0.1722233255
1309	0.1721594382
1310	0.1721449898
1311	0.1720636654
1312	0.1719548841
1313	0.1719112149
1314	0.171844321
1315	0.1717552827
1316	0.1717085209
1317	0.1716952492
1318	0.1716029094
1319	0.1715738276
1320	0.1714128008
1321	0.1713705062
1322	0.1712980494
1323	0.17122237
1324	0.1710733312
1325	0.1709923872
1326	0.170874399
1327	0.1708094479
1328	0.1707320833
1329	0.1707055933
1330	0.1706691116
1331	0.1704055143
1332	0.170345474
1333	0.1702880241
1334	0.1702199462
1335	0.1701193174
1336	0.1700976299
1337	0.1700553924
1338	0.1700306755
1339	0.1700092805
1340	0.1699520956
1341	0.1698486149
1342	0.1697668432
1343	0.1696565357
1344	0.1695757116
1345	0.1695316293
1346	0.1693749003
1347	0.1693604439
1348	0.1693274772
1349	0.1692942843
1350	0.1692126123
1351	0.169172883
1352	0.1690407087
1353	0.1689833808
1354	0.1688228754
1355	0.1687589822
1356	0.1687364655
1357	0.1686612345
1358	0.1686470212
1359	0.1686130737
1360	0.1685174442
1361	0.1684740893
1362	0.1684263458
1363	0.1682919026
1364	0.1681559577
1365	0.1680815805
1366	0.1680612132
1367	0.1679825393
1368	0.1679501426
1369	0.1678180858
1370	0.1677321386
1371	0.1676671382
1372	0.1676082463
1373	0.1674821631
1374	0.1674021944
1375	0.1674003132
1376	0.167217369
1377	0.1671557368
1378	0.16711315
1379	0.1670318205
1380	0.1669987672
1381	0.1668839771
1382	0.1668366907
1383	0.1667446826
1384	0.1667111937
1385	0.166697916
1386	0.1666465482
1387	0.1665534148
1388	0.1665261157
1389	0.1665103323
1390	0.1664285145
1391	0.1663946506
1392	0.1662767374
1393	0.1662095376
1394	0.1661213574
1395	0.1660704147
1396	0.1660371422
1397	0.1658917689
1398	0.165842546
1399	0.1658256835
1400	0.1657542449
1401	0.1657084333
1402	0.1656949725
1403	0.1656740976
1404	0.1656534119
1405	0.1656065782
1406	0.1655796135
1407	0.1652967348
1408	0.1651875471
1409	0.1651339576
1410	0.1651174872
1411	0.1651111838
1412	0.1649963401
1413	0.164904354
1414	0.1648651876
1415	0.1648154116
1416	0.1647781701
1417	0.1646344052
1418	0.164600224
1419	0.1645636335
1420	0.1644491633
1421	0.1642249157
1422	0.1641646619
1423	0.1641242297
1424	0.1640517328
1425	0.1639556474
1426	0.1639063481
1427	0.1638419045
1428	0.1637952377
1429	0.1637256631
1430	0.1636542566
1431	0.1636158404
1432	0.1635573715
1433	0.1635385567
1434	0.1635211561
1435	0.1634395324
1436	0.163333868
1437	0.1633104383
1438	0.1632418269
1439	0.1632175844
1440	0.1631176946
1441	0.1630103421
1442	0.1628298122
1443	0.1628123183
1444	0.1627664839
1445	0.1627428669
1446	0.1626908497
1447	0.1626409849
1448	0.1625690898
1449	0.1625051728
1450	0.1624395167
1451	0.162426338
1452	0.1623655231
1453	0.1622557743
1454	0.1622158076
1455	0.1622034629
1456	0.1621377723
1457	0.1619017714
1458	0.1618831753
1459	0.1617847344
1460	0.1616665476
1461	0.1616190382
1462	0.161581892
1463	0.161490334
1464	0.1614072001
1465	0.1613037773
1466	0.1612725951
1467	0.1612347619
1468	0.1611377004
1469	0.1610457665
1470	0.160910092
1471	0.1608669214
1472	0.1608224047
1473	0.1607792454
1474	0.1607132518
1475	0.1607069153
1476	0.1605529989
1477	0.1605128159
1478	0.1604392427
1479	0.1603344453
1480	0.1602985768
1481	0.1602454797
1482	0.1601816434
1483	0.160125997
1484	0.1600833138
1485	0.1600485335
1486	0.1600116587
1487	0.1599253739
1488	0.1599001897
1489	0.1598464356
1490	0.1598396197
1491	0.1598084558
1492	0.159739004
1493	0.1595296419
1494	0.1594372556
1495	0.1594019205
1496	0.1593882281
1497	0.1593004702
1498	0.1592809187
1499	0.1592359117
1500	0.1591473543
1501	0.1590837751
1502	0.1590067213
1503	0.1589507699
1504	0.1588873257
1505	0.1588174444
1506	0.1588004228
1507	0.158750458
1508	0.1587145382
1509	0.1586934328
1510	0.1586671551
1511	0.1585121605
1512	0.1583635381
1513	0.1582420149
