iter	MultiClass
360	0.2709237505
361	0.2706948732
362	0.2705920549
363	0.2704558287
364	0.2702903294
365	0.2702056151
366	0.2701195053
367	0.269695341
368	0.2694600805
369	0.2692680163
370	0.2690973131
371	0.2688775229
372	0.2687913015
373	0.2686852318
374	0.26845535
375	0.2684065562
376	0.2683658068
377	0.2682144222
378	0.2681669184
379	0.2680174807
380	0.2678919009
381	0.2678080564
382	0.2677137557
383	0.2675720202
384	0.26747346
385	0.2673486453
386	0.2672356173
387	0.2672022905
388	0.2670459001
389	0.2669663909
390	0.2666982555
391	0.2665817158
392	0.2664764509
393	0.2663830603
394	0.2663702838
395	0.2662341026
396	0.2661806495
397	0.2661022957
398	0.2658879033
399	0.2657501141
400	0.265583452
401	0.2654446599
402	0.2653737345
403	0.2652773533
404	0.2650870573
405	0.2650397911
406	0.2649900612
407	0.2647787869
408	0.2646825077
409	0.2645470487
410	0.2644725523
411	0.2643444702
412	0.2642162958
413	0.2641549504
414	0.2640346813
415	0.2638483719
416	0.2637374664
417	0.263671345
418	0.2636368413
419	0.263398217
420	0.2633256506
421	0.2631207367
422	0.2629140015
423	0.2627828225
424	0.2625618425
425	0.2624418033
426	0.262161493
427	0.262071613
428	0.2619105589
429	0.2617232836
430	0.2615836398
431	0.2614358726
432	0.2612473633
433	0.2610699604
434	0.2609401751
435	0.2607722896
436	0.260556045
437	0.2603947011
438	0.2603197111
439	0.2602678541
440	0.2602085219
441	0.2600868988
442	0.2598048691
443	0.2596531187
444	0.259528756
445	0.2594421001
446	0.2592557966
447	0.2591354163
448	0.2590567679
449	0.2588584186
450	0.2587871863
451	0.2586668668
452	0.2586281723
453	0.2585764115
454	0.2585224728
455	0.2583860069
456	0.2583054838
457	0.2581039956
458	0.2580253299
459	0.2577711754
460	0.2577446503
461	0.2576176261
462	0.2573328046
463	0.2572229849
464	0.2571326797
465	0.257054931
466	0.2569453282
467	0.2567754583
468	0.2566381404
469	0.2563942371
470	0.2561489537
471	0.2559968323
472	0.2558281251
473	0.2557441721
474	0.2556414617
475	0.2553519839
476	0.2551011962
477	0.25506326
478	0.2550209731
479	0.2548257604
480	0.2547359552
481	0.2546597855
482	0.2545822737
483	0.254480918
484	0.2542756085
485	0.2541984581
486	0.2540650725
487	0.2539289135
488	0.2538055359
489	0.2537353315
490	0.2535244754
491	0.2533619979
492	0.2532415923
493	0.2531961678
494	0.2530910321
495	0.2530416958
496	0.2529183155
497	0.2527795729
498	0.2527289369
499	0.2526128372
500	0.2522962864
501	0.2522482804
502	0.2521135731
503	0.2520629334
504	0.2519668408
505	0.2518722584
506	0.2518243203
507	0.2517350853
508	0.251553865
509	0.2514262242
510	0.2513493723
511	0.2511218471
512	0.2510382029
513	0.2509752097
514	0.2508243478
515	0.2505595825
516	0.250521593
517	0.2503243467
518	0.2501683121
519	0.2500502657
520	0.2499501847
521	0.2498027367
522	0.2497402876
523	0.2495615862
524	0.2494748655
525	0.2493307953
526	0.2491131464
527	0.249003228
528	0.2487855471
529	0.2486389019
530	0.2486028363
531	0.2484737963
532	0.2483042182
533	0.2481733363
534	0.2480358371
535	0.2479243024
536	0.2478031258
537	0.2477077793
538	0.2476879636
539	0.2476046911
540	0.2475745299
541	0.24733897
542	0.2471515508
543	0.2470858782
544	0.2469530985
545	0.2469397883
546	0.2468725693
547	0.2468450835
548	0.246731382
549	0.2464829448
550	0.246369488
551	0.246217038
552	0.2461608421
553	0.2460393183
554	0.2459301055
555	0.2456978416
556	0.2456006076
557	0.2455748747
558	0.2454493929
559	0.2453763134
560	0.2452108984
561	0.2450699139
562	0.2448475727
563	0.2447845596
564	0.2447704644
565	0.2445655644
566	0.2445222898
567	0.2444992938
568	0.2443261981
569	0.2442853286
570	0.2442090742
571	0.2440992234
572	0.2440262993
573	0.2439589206
574	0.2438953553
575	0.2438802995
576	0.2436980832
577	0.2436076698
578	0.24354037
579	0.2434678958
580	0.2434261223
581	0.2433629778
582	0.243281915
583	0.2431661056
584	0.2429986312
585	0.2428448243
586	0.2427166126
587	0.2425978427
588	0.2423990452
589	0.2422438267
590	0.2421347408
591	0.2420832386
592	0.2420184198
593	0.2417490755
594	0.2416956827
595	0.2415787404
596	0.2414592718
597	0.2413624916
598	0.2412317757
599	0.2410882348
600	0.2409284449
601	0.2408608177
602	0.2408050409
603	0.2406488928
604	0.2405363321
605	0.2404528581
606	0.240331508
607	0.2401750031
608	0.2401126579
609	0.2399924024
610	0.2399188141
611	0.2397915319
612	0.2396425092
613	0.2395554916
614	0.239453665
615	0.2393182044
616	0.2393034185
617	0.2391503988
618	0.2389717192
619	0.2388835767
620	0.2388160374
621	0.238699616
622	0.2386189623
623	0.2386026177
624	0.2385755498
625	0.2384617513
626	0.2383363706
627	0.2382279374
628	0.2380673239
629	0.2380053624
630	0.237970653
631	0.237932338
632	0.2378704448
633	0.2377506593
634	0.2376383695
635	0.2375478965
636	0.2373893846
637	0.2371971426
638	0.2370445136
639	0.2369877136
640	0.2368385342
641	0.2368083534
642	0.2367440699
643	0.2365421048
644	0.2364793355
645	0.2363983658
646	0.236303044
647	0.2360588328
648	0.2359698736
649	0.2358640353
650	0.2357819952
651	0.235752726
652	0.2357297388
653	0.2357063952
654	0.2356081792
655	0.2354427401
656	0.2353822726
657	0.2352172122
658	0.2351251181
659	0.2348533131
660	0.2347388048
661	0.2347182432
662	0.2346433264
663	0.2345704406
664	0.2343944826
665	0.2343491957
666	0.234274807
667	0.2341124013
668	0.2339085942
669	0.2338372485
670	0.2337030953
671	0.2334482823
672	0.2333913388
673	0.2332843523
674	0.2331400752
675	0.23310287
676	0.2330313857
677	0.2329278552
678	0.2328834787
679	0.2328347365
680	0.2326977852
681	0.232528237
682	0.2323372469
683	0.2322815473
684	0.2321750816
685	0.2320958423
686	0.2319913023
687	0.23196685
688	0.2319192051
689	0.2317016849
690	0.2316516223
691	0.2315638354
692	0.2314959376
693	0.2314481989
694	0.2313994177
695	0.2311771004
696	0.2311575899
697	0.2310831963
698	0.2310386404
699	0.2309744265
700	0.2308697899
701	0.2307832371
702	0.2307257883
703	0.2307044652
704	0.2305828055
705	0.2304533863
706	0.2304094989
707	0.230317512
708	0.2302321599
709	0.2301177311
710	0.2300650184
711	0.2300169008
712	0.2299316492
713	0.2298192304
714	0.229780853
715	0.2296877619
716	0.2295814147
717	0.2294007549
718	0.2293088782
719	0.2292729016
720	0.22921051
721	0.2291099464
722	0.2290257014
723	0.2289607829
724	0.2288305327
725	0.2286905735
726	0.228578173
727	0.228512649
728	0.2284700176
729	0.2284434976
730	0.2283266284
731	0.2283015641
732	0.2282076653
733	0.2281333828
734	0.2281215512
735	0.2279073483
736	0.227812271
737	0.2277151348
738	0.2276215544
739	0.2275289893
740	0.2274701993
741	0.2273420412
742	0.2272004995
743	0.2270414829
744	0.2270184188
745	0.2268695886
746	0.226805874
747	0.2266559346
748	0.2266130883
749	0.2265413376
750	0.2264873315
751	0.2264415773
752	0.2263248762
753	0.226248002
754	0.2261856603
755	0.226008633
756	0.2258918564
757	0.2257555147
758	0.2256238506
759	0.2255389389
760	0.2254432527
761	0.2253606483
762	0.225190108
763	0.2251036899
764	0.225091435
765	0.2250675783
766	0.2249283049
767	0.2247647302
768	0.2247454584
769	0.2247128534
770	0.2246713055
771	0.2245864382
772	0.2245292245
773	0.2244398321
774	0.2243338864
775	0.2242451843
776	0.224134356
777	0.2240881892
778	0.2240516586
779	0.2239273209
780	0.2237552869
781	0.2236481292
782	0.2236203975
783	0.2234920131
784	0.2234121741
785	0.2233819579
786	0.2231461979
787	0.2230565678
788	0.2229472536
789	0.2228871571
790	0.2228362201
791	0.2227225182
792	0.2226776419
793	0.2225746981
794	0.2224199446
795	0.2223131377
796	0.2222486687
797	0.2221504566
798	0.2221093222
799	0.222054085
800	0.2219945024
801	0.2218983465
802	0.221824957
803	0.2217071078
804	0.2215994695
805	0.2214221423
806	0.2213810313
807	0.2213700902
808	0.2213360237
809	0.2212561941
810	0.2211841586
811	0.2211571231
812	0.2210375087
813	0.2209653662
814	0.2209430076
815	0.2209293851
816	0.2208634681
817	0.2207671283
818	0.2206098466
819	0.2205054499
820	0.2203715211
821	0.220299782
822	0.2202651155
823	0.2201695908
824	0.2201037764
825	0.2200355877
826	0.2198706216
827	0.2197912987
828	0.2197315265
829	0.2197060907
830	0.219578145
831	0.219387515
832	0.2193248463
833	0.2192710661
834	0.2191416409
835	0.2190168781
836	0.2189072656
837	0.2188279367
838	0.2187201138
839	0.2185824212
840	0.218533707
841	0.2184871399
842	0.2184505515
843	0.2183692121
844	0.2183152943
845	0.2181920924
846	0.218079305
847	0.2179815344
848	0.2179004366
849	0.2177699804
850	0.2177286705
851	0.2177203539
852	0.2176504397
853	0.2175867764
854	0.2175104279
855	0.2173792142
856	0.2173187754
857	0.2172742247
858	0.2171761149
859	0.217086811
860	0.2169281991
861	0.2169062858
862	0.2168512846
863	0.2167989868
864	0.2167335464
865	0.2166251374
866	0.2164853548
867	0.2164335131
868	0.2163322899
869	0.2162251769
870	0.2161300466
871	0.2160133607
872	0.2159835305
873	0.2158056584
874	0.2157071564
875	0.2155831519
876	0.2155215238
877	0.2153957765
878	0.2153247217
879	0.2151314815
880	0.2150728787
881	0.214905583
882	0.2148720632
883	0.2147800101
884	0.214659491
885	0.2144588275
886	0.2143110216
887	0.2142623398
888	0.2141977068
889	0.2141657787
890	0.2140783448
891	0.213997559
892	0.2139169067
893	0.2138450509
894	0.2136195117
895	0.2135028163
896	0.2134802531
897	0.2133411137
898	0.2130694198
899	0.213001048
900	0.2127749169
901	0.2126065183
902	0.2125209216
903	0.2125031553
904	0.2124201162
905	0.2123382971
906	0.2122600353
907	0.2122209749
908	0.2121424296
909	0.2120810435
910	0.211959813
911	0.2118618163
912	0.2117386359
913	0.2116225552
914	0.2115334529
915	0.2114027226
916	0.2113030775
917	0.2112867642
918	0.2111698651
919	0.2110753186
920	0.2109195457
921	0.2108326489
922	0.2107514714
923	0.2107110179
924	0.2106167756
925	0.210602755
926	0.2104761616
927	0.2103696548
928	0.2103150598
929	0.2102756175
930	0.2102011947
931	0.2101330752
932	0.2100553496
933	0.2098916018
934	0.2098427185
935	0.209718138
936	0.2096366123
937	0.2094967302
938	0.2093773081
939	0.2092607943
940	0.209095801
941	0.2089291946
942	0.2089128391
943	0.2088134737
944	0.2087401149
945	0.2087204802
946	0.2086303267
947	0.2085811168
948	0.208541814
949	0.2084327181
950	0.2083702664
951	0.2083103216
952	0.208226137
953	0.2081434361
954	0.2080704693
955	0.2079742278
956	0.207935087
957	0.2078670787
958	0.2078177255
959	0.2077276747
960	0.2076971282
961	0.207680811
962	0.2076439131
963	0.207498942
964	0.2073851558
965	0.2072818993
966	0.207176353
967	0.2070846266
968	0.2069590468
969	0.2069309769
970	0.206789669
971	0.2067549585
972	0.2067466674
973	0.2066570756
974	0.2065518086
975	0.2064766323
976	0.206402498
977	0.2062613645
978	0.2060861324
979	0.2060655738
980	0.2060423307
981	0.2058644864
982	0.2057753781
983	0.2057584933
984	0.2056714178
985	0.2055280465
986	0.2054514773
987	0.2053152418
988	0.2052546112
989	0.205208968
990	0.2050642667
991	0.2049421967
992	0.2048683364
993	0.2047601387
994	0.2046908491
995	0.2045245433
996	0.2043037637
997	0.2042412759
998	0.2041813646
999	0.2041084454
1000	0.2039077979
1001	0.2038143136
1002	0.2037361875
1003	0.2036396804
1004	0.2035590105
1005	0.2033963237
1006	0.2032196144
1007	0.2031367044
1008	0.2030183095
1009	0.2029436518
1010	0.2028683959
1011	0.2027521101
1012	0.2027398616
1013	0.2027113416
1014	0.2026246717
1015	0.2025813824
1016	0.2024723529
1017	0.2023682296
1018	0.2023070438
1019	0.2022723323
1020	0.2022313986
1021	0.2021772562
1022	0.2021195181
1023	0.2020061279
1024	0.2019411329
1025	0.2018933185
1026	0.2018417742
1027	0.2017793416
1028	0.2016211001
1029	0.2016174008
1030	0.2015660459
1031	0.2014805232
1032	0.2014470868
1033	0.2013927445
1034	0.201238209
1035	0.2011508658
1036	0.2010862138
1037	0.2010272791
1038	0.2009097125
1039	0.2008111951
1040	0.2007970653
1041	0.2007135935
1042	0.2006123086
1043	0.200529059
1044	0.2004703262
1045	0.2004457984
1046	0.2003352998
1047	0.2002055534
1048	0.2001271086
1049	0.2001132279
1050	0.2000070013
1051	0.1999814268
1052	0.1999012552
1053	0.1997958655
1054	0.1996860868
1055	0.1996679108
1056	0.1994634922
1057	0.1994149309
1058	0.1993312515
1059	0.1992256912
1060	0.1991573107
1061	0.1990904727
1062	0.1990379145
1063	0.1988823817
1064	0.1987348783
1065	0.1986765891
1066	0.1985983784
1067	0.1985438304
1068	0.1985175128
1069	0.1984123918
1070	0.1983352724
1071	0.1982708422
1072	0.1981557315
1073	0.1981013839
1074	0.1980416232
1075	0.197898996
1076	0.1977818473
1077	0.197724753
1078	0.1975916221
1079	0.1975385678
1080	0.197415451
1081	0.1973366686
1082	0.1972314328
1083	0.1972131076
1084	0.1971294228
1085	0.197060566
1086	0.1969520372
1087	0.1969422104
1088	0.1968026703
1089	0.1967609498
1090	0.1966864704
1091	0.1965760528
1092	0.1964947618
1093	0.1964333896
1094	0.1963364463
1095	0.1962459512
1096	0.1962114396
1097	0.1961379339
1098	0.1960795353
1099	0.1960272563
1100	0.1960103954
1101	0.1958986795
1102	0.1958630498
1103	0.1957262239
1104	0.1956272447
1105	0.1955565627
1106	0.1954213218
1107	0.1953963669
1108	0.1953552874
1109	0.1952014588
1110	0.1951784746
1111	0.1951234022
1112	0.1950932037
1113	0.1950861471
1114	0.1949242584
1115	0.1949054521
1116	0.194831441
1117	0.1946822467
1118	0.194512977
1119	0.1943767042
1120	0.1942884457
1121	0.1940891301
1122	0.1940234357
1123	0.1939454841
1124	0.1938880881
1125	0.1938205171
1126	0.1937628218
1127	0.1936613668
1128	0.1935963201
1129	0.193544656
1130	0.1934329873
1131	0.1933567391
1132	0.1932937341
1133	0.1931355
1134	0.1930704503
1135	0.1929772924
1136	0.1929574206
1137	0.1928486785
1138	0.1927402346
1139	0.1926542361
1140	0.1925278165
1141	0.1923908638
1142	0.1923068006
1143	0.1921709222
1144	0.1920951873
1145	0.1920072846
1146	0.1919745178
1147	0.1919119308
1148	0.1917786652
1149	0.191718859
1150	0.1915234631
1151	0.1914723288
1152	0.1913538602
1153	0.1911362831
1154	0.1911083244
1155	0.1910538822
1156	0.1910236743
1157	0.1909761745
1158	0.1909195512
1159	0.1908499643
1160	0.1907729516
1161	0.1907224829
1162	0.1907020436
1163	0.1905617384
1164	0.190520832
1165	0.1905178978
1166	0.1904398467
1167	0.1902908531
1168	0.1902409168
1169	0.1901468143
1170	0.1901106899
1171	0.1900769262
1172	0.1899201791
1173	0.1898260178
1174	0.1896441123
1175	0.1896216065
1176	0.1895235385
1177	0.1894421657
1178	0.1894096704
1179	0.1893342357
1180	0.1891855002
1181	0.1890447231
1182	0.1889520324
1183	0.1889191269
1184	0.1887943434
1185	0.1887064717
1186	0.1886293038
1187	0.1885541546
1188	0.1885310571
1189	0.1884437126
1190	0.1883724023
1191	0.1882906667
1192	0.1882380133
1193	0.1882079312
1194	0.1880874626
1195	0.1879585097
1196	0.1879233804
1197	0.1878705212
1198	0.1878269054
1199	0.1876947601
1200	0.1875371116
1201	0.1875217599
1202	0.187492128
1203	0.1873475206
1204	0.1872584596
1205	0.187237115
1206	0.1871404424
1207	0.1870977183
1208	0.186981751
1209	0.1869557504
1210	0.1869232099
1211	0.1868672745
1212	0.1867910259
1213	0.1867018667
1214	0.1866712491
1215	0.1865283183
1216	0.1864792534
1217	0.1864442316
1218	0.1863598449
1219	0.1862885577
1220	0.1861938305
1221	0.18608646
1222	0.1859916485
1223	0.1858876616
1224	0.185863391
1225	0.1858107949
1226	0.185751167
1227	0.1856972253
1228	0.1856054575
1229	0.1855407168
1230	0.1854040079
1231	0.1853620392
1232	0.1852094284
1233	0.1851842099
1234	0.1851034014
1235	0.1850509173
1236	0.184915894
1237	0.1847836591
1238	0.1847340535
1239	0.1846947128
1240	0.184619944
1241	0.184586777
1242	0.1844468958
1243	0.1843994312
1244	0.1842500723
1245	0.1841805877
1246	0.1840654519
1247	0.1840563227
1248	0.1839638591
1249	0.1838767927
1250	0.1837535402
1251	0.1835048986
1252	0.1833452917
1253	0.183313345
1254	0.1832497785
1255	0.1830825622
1256	0.1830359727
1257	0.1830126349
1258	0.1828768723
1259	0.1828084763
1260	0.1827292589
1261	0.1826842056
1262	0.1826614185
1263	0.1825381808
1264	0.1824792602
1265	0.1824631256
1266	0.1822493813
1267	0.1821777872
1268	0.1820463264
1269	0.1819667366
1270	0.1818671406
1271	0.1818243069
1272	0.1817276313
1273	0.1816514754
1274	0.1815398135
1275	0.1815288585
1276	0.1815070539
1277	0.1814594703
1278	0.1813499934
1279	0.1812507689
1280	0.1811377792
1281	0.1810313924
1282	0.1809973324
1283	0.1808918197
1284	0.1808034423
1285	0.1807431939
1286	0.1806772883
1287	0.1806473032
1288	0.180539392
1289	0.1804286881
1290	0.1803832538
1291	0.1802888554
1292	0.1802267708
1293	0.1800835468
1294	0.180060427
1295	0.1799267127
1296	0.1798923744
1297	0.1797159417
1298	0.179662817
1299	0.1795910681
1300	0.1795211463
1301	0.1794338032
1302	0.1793395461
1303	0.1792724339
1304	0.1791988196
1305	0.1791667873
1306	0.1790568453
1307	0.1789269369
1308	0.1788835546
1309	0.1788224791
1310	0.1787462186
1311	0.1786929946
1312	0.1786551041
1313	0.1785856015
1314	0.1784750098
1315	0.1783771851
1316	0.1783048097
1317	0.1782124561
1318	0.1781763481
1319	0.178013166
1320	0.1779805538
1321	0.1778659685
1322	0.1777631712
1323	0.1776881924
1324	0.1776309564
1325	0.1775643787
1326	0.1775480037
1327	0.1774296144
1328	0.1773013203
1329	0.1772769669
1330	0.1771941534
1331	0.1771352369
1332	0.1770863384
1333	0.1770603565
1334	0.1769721732
1335	0.1769409151
1336	0.1768782098
1337	0.1767487474
1338	0.1766723914
1339	0.1765680385
1340	0.1764900936
1341	0.1763892401
1342	0.1763574503
1343	0.1763324646
1344	0.1762613633
1345	0.1761998811
1346	0.1761556415
1347	0.1761106363
1348	0.17599751
1349	0.1759734557
1350	0.1759153743
1351	0.1758786597
1352	0.1757717634
1353	0.1757032456
1354	0.1756581592
1355	0.1756061288
1356	0.1755624783
1357	0.1755208715
1358	0.1755132159
1359	0.1754827088
1360	0.1754054225
1361	0.1753705479
1362	0.1752926533
1363	0.1752554527
1364	0.1751769203
1365	0.175130244
1366	0.1750397719
1367	0.1749534514
1368	0.1748991488
1369	0.1748374181
1370	0.1747682698
1371	0.1747089112
1372	0.1746860313
1373	0.1745355917
1374	0.1744697344
1375	0.1744072261
1376	0.1742336043
1377	0.1741323696
1378	0.1740930882
1379	0.1740370457
1380	0.1739546969
1381	0.1738722964
1382	0.1737940119
1383	0.1737648543
1384	0.1736869227
1385	0.1736141195
1386	0.1735381869
1387	0.1733903374
1388	0.173338081
1389	0.1732570499
1390	0.1732107394
1391	0.173129962
1392	0.1730336923
1393	0.172970013
1394	0.1729172315
1395	0.1728415013
1396	0.1727718138
1397	0.1727124031
1398	0.1726451202
1399	0.1725482242
1400	0.1725266747
1401	0.1724632296
1402	0.1724304872
1403	0.1723533604
1404	0.1722876753
1405	0.1721414779
1406	0.1721050717
1407	0.1720696872
1408	0.172058584
1409	0.1720142119
1410	0.1719326113
1411	0.1719157523
1412	0.1718893466
1413	0.1718114052
1414	0.1717624157
1415	0.1716600789
1416	0.1715984385
1417	0.171456947
1418	0.1713915516
1419	0.1712629707
1420	0.1712492236
1421	0.1711825024
1422	0.1711170239
1423	0.1710263911
1424	0.170861745
1425	0.1707657313
1426	0.1706503825
1427	0.1705496222
1428	0.170485364
1429	0.1703980535
1430	0.1703738667
1431	0.1703500254
1432	0.1702444124
1433	0.1702009954
1434	0.1700790547
1435	0.169992762
1436	0.1699316355
1437	0.1698698542
1438	0.169790604
1439	0.1697380521
1440	0.1696456497
1441	0.16958689
1442	0.1695596861
1443	0.1694186926
1444	0.1693307455
1445	0.1692580402
1446	0.1692255136
1447	0.1690715193
1448	0.1690402559
1449	0.1689758723
1450	0.1688505563
1451	0.168785846
1452	0.1687163348
1453	0.1686711924
1454	0.1685938569
1455	0.1685619833
1456	0.1684596885
1457	0.168399221
1458	0.1683323789
1459	0.1682525284
1460	0.1682336064
1461	0.168109322
1462	0.167973101
1463	0.1679183385
1464	0.1678786582
1465	0.1678444818
1466	0.1678150808
1467	0.1677752807
1468	0.1677066293
1469	0.1676130694
1470	0.1675732753
1471	0.1674995874
1472	0.1674424819
1473	0.1673928404
1474	0.1672978454
1475	0.167276681
1476	0.1671988192
1477	0.1671563761
1478	0.1670333781
1479	0.166956447
1480	0.1669030136
1481	0.1668452111
1482	0.1667597334
1483	0.1666877444
1484	0.1665865545
1485	0.1665475882
1486	0.1664560076
1487	0.1664101706
1488	0.1663131122
1489	0.1662735024
1490	0.1661534335
1491	0.1661097734
1492	0.1660857287
1493	0.1660642194
1494	0.1660209206
1495	0.1659672165
1496	0.1658861202
1497	0.1658023667
1498	0.1657396357
1499	0.1657255659
