iter	Passed	Remaining
498	370912	744054
499	371658	743316
500	372520	742810
501	373334	742206
502	373994	741297
503	374802	740681
504	375497	739840
505	376245	739106
506	377028	738440
507	377817	737785
508	378585	737088
509	379354	736394
510	380117	735687
511	380723	734677
512	381484	733968
513	382229	733227
514	382890	732323
515	383487	731300
516	384200	730500
517	384661	729223
518	385300	728284
519	386193	727825
520	386763	726758
521	387695	726371
522	388499	725743
523	389187	724899
524	389812	723936
525	390432	722967
526	391233	722333
527	392025	721683
528	392843	721078
529	393669	720489
530	394452	719819
531	395300	719268
532	396199	718807
533	396939	718059
534	397665	717284
535	398446	716609
536	399199	715883
537	399932	715120
538	400495	714055
539	401243	713321
540	401866	712365
541	402664	711719
542	403418	710996
543	404174	710276
544	404842	709403
545	405481	708477
546	406099	707518
547	406875	706835
548	407653	706154
549	408399	705418
550	409192	704762
551	409883	703931
552	410602	703147
553	411206	702167
554	411944	701418
555	412806	700879
556	413450	699971
557	414229	699291
558	415181	698901
559	416032	698340
560	416769	697587
561	417508	696838
562	418331	696228
563	419175	695652
564	420015	695070
565	420769	694343
566	421535	693637
567	422361	693029
568	423116	692304
569	423857	691557
570	424717	691002
571	425506	690332
572	426147	689422
573	426941	688759
574	427677	688003
575	428509	687400
576	429322	686767
577	430126	686118
578	430792	685250
579	431519	684479
580	432090	683461
581	432777	682627
582	433736	682223
583	434467	681458
584	435173	680655
585	436043	680108
586	436846	679456
587	437558	678662
588	438378	678035
589	439181	677380
590	439885	676574
591	440555	675717
592	441423	675162
593	442021	674195
594	442878	673621
595	443584	672819
596	444318	672058
597	445074	671333
598	445848	670633
599	446508	669762
600	447323	669124
601	448095	668421
602	448803	667622
603	449666	667054
604	450261	666089
605	450899	665188
606	451585	664358
607	452346	663640
608	453190	663041
609	453928	662289
610	454696	661579
611	455563	661013
612	456227	660153
613	457091	659581
614	458082	659191
615	458866	658502
616	459420	657484
617	460448	657144
618	461237	656462
619	462157	655965
620	462944	655278
621	463616	654429
622	464451	653810
623	465113	652947
624	465859	652203
625	466592	651440
626	467309	650655
627	468063	649922
628	468761	649112
629	469353	648154
630	470019	647300
631	470762	646554
632	471618	645960
633	472237	645044
634	473129	644498
635	473816	643675
636	474530	642888
637	475239	642094
638	475855	641176
639	476715	640586
640	477412	639776
641	478046	638884
642	478729	638058
643	479475	637315
644	480012	636295
645	480546	635273
646	481059	634224
647	481673	633311
648	482506	632685
649	483140	631799
650	483836	630994
651	484576	630247
652	485176	629317
653	485950	628615
654	486766	627965
655	487363	627034
656	488122	626312
657	488845	625543
658	489623	624846
659	490438	624193
660	491246	623533
661	491950	622740
662	492695	622000
663	493440	621259
664	494244	620592
665	494936	619785
666	495775	619161
667	496592	618510
668	497391	617835
669	498140	617099
670	498955	616444
671	499847	615883
672	500614	615168
673	501308	614363
674	502138	613724
675	502892	612992
676	503657	612274
677	504444	611582
678	505030	610647
679	505752	609877
680	506444	609072
681	507192	608333
682	507886	607530
683	508652	606813
684	509556	606260
685	510263	605472
686	511021	604745
687	511824	604071
688	512585	603348
689	513253	602514
690	513905	601663
691	514568	600825
692	515349	600125
693	516066	599350
694	516849	598653
695	517523	597828
696	518292	597114
697	518959	596282
698	519713	595551
699	520368	594706
700	521146	594002
701	521938	593314
702	522763	592663
703	523573	591995
704	524272	591201
705	524968	590403
706	525789	589746
707	526593	589070
708	527289	588273
709	528061	587561
710	528828	586843
711	529641	586176
712	530381	585428
713	531167	584730
714	531981	584063
715	532732	583326
716	533502	582611
717	534315	581942
718	535064	581203
719	535825	580477
720	536609	579776
721	537315	578990
722	538117	578309
723	538949	577658
724	539645	576861
725	540417	576147
726	541217	575461
727	542165	574933
728	542941	574222
729	543689	573480
730	544479	572783
731	545256	572072
732	546096	571426
733	546911	570755
734	547620	569972
735	548291	569150
736	548924	568289
737	549608	567481
738	550391	566776
739	551120	566015
740	551860	565265
741	552557	564472
742	553371	563798
743	553986	562921
744	554779	562225
745	555421	561377
746	556187	560654
747	556971	559950
748	557500	558989
749	558258	558258
750	559062	557573
751	559714	556736
752	560463	555997
753	561268	555313
754	562114	554669
755	562972	554036
756	563583	553160
757	564403	552489
758	564993	551594
759	565723	550835
760	566597	550217
761	567203	549339
762	568196	548835
763	569035	548180
764	569782	547437
765	570564	546729
766	571155	545837
767	571926	545117
768	572676	544378
769	573335	543551
770	574175	542897
771	574890	542125
772	575603	541350
773	576363	540620
774	576951	539728
775	577714	539002
776	578234	538048
777	578915	537245
778	579752	536587
779	580320	535680
780	581077	534948
781	581759	534147
782	582444	533349
783	583055	532483
784	583542	531506
785	584287	530764
786	585013	530006
787	585732	529240
788	586572	528584
789	587289	527817
790	588007	527051
791	588699	526261
792	589412	525491
793	590205	524792
794	590913	524017
795	591656	523274
796	592415	522544
797	593173	521814
798	593973	521120
799	594686	520350
800	595345	519533
801	596153	518846
802	596919	518123
803	597613	517337
804	598404	516635
805	599104	515853
806	599797	515067
807	600580	514358
808	601262	513563
809	601954	512776
810	602671	512010
811	603290	511162
812	604045	510429
813	604673	509589
814	605267	508721
815	606027	507993
816	606761	507243
817	607348	506371
818	608117	505650
819	608827	504881
820	609476	504061
821	610277	503367
822	610938	502558
823	611464	501638
824	612267	500946
825	613015	500208
826	613776	499482
827	614418	498658
828	615018	497801
829	615643	496965
830	616231	496099
831	616973	495358
832	617583	494511
833	618401	493831
834	619222	493153
835	620145	492556
836	620927	491846
837	621415	490903
838	622079	490100
839	622789	489334
840	623482	488554
841	624314	487885
842	624980	487084
843	625534	486197
844	626307	485480
845	627087	484769
846	627731	483953
847	628526	483254
848	629250	482499
849	629985	481753
850	630770	481046
851	631442	480251
852	632200	479523
853	632891	478744
854	633510	477911
855	634211	477140
856	634932	476384
857	635658	475632
858	636423	474909
859	637095	474117
860	637786	473339
861	638501	472580
862	639118	471747
863	639717	470902
864	640506	470198
865	641231	469446
866	642025	468745
867	642730	467978
868	643518	467272
869	644312	466571
870	645068	465841
871	645834	465118
872	646683	464456
873	647429	463719
874	648265	463046
875	648963	462275
876	649775	461584
877	650544	460864
878	651310	460141
879	652088	459425
880	652916	458745
881	653619	457978
882	654468	457312
883	655242	456594
884	656012	455872
885	656681	455081
886	657482	454382
887	658090	453549
888	658714	452727
889	659468	451995
890	660098	451178
891	660870	450458
892	661552	449677
893	662283	448930
894	663001	448174
895	663676	447388
896	664502	446706
897	665199	445935
898	665780	445087
899	666546	444364
900	667271	443613
901	668048	442897
902	668743	442126
903	669529	441415
904	670219	440641
905	670817	439807
906	671661	439134
907	672468	438437
908	673199	437690
909	673826	436876
910	674664	436199
911	675463	435496
912	676045	434653
913	676807	433926
914	677586	433211
915	678336	432476
916	678965	431665
917	679696	430918
918	680435	430177
919	681099	429388
920	681685	428551
921	682331	427752
922	683057	427003
923	683739	426227
924	684514	425509
925	685211	424742
926	685799	423908
927	686560	423181
928	687168	422360
929	687806	421558
930	688530	420809
931	689248	420056
932	690002	419326
933	690750	418591
934	691432	417817
935	692088	417027
936	692837	416294
937	693574	415553
938	694204	414748
939	694938	414006
940	695603	413222
941	696346	412485
942	696929	411654
943	697596	410872
944	698437	410193
945	699210	409474
946	699998	408763
947	700785	408052
948	701473	407283
949	702154	406510
950	702970	405815
951	703724	405085
952	704452	404339
953	705139	403570
954	705925	402857
955	706716	402148
956	707353	401350
957	708105	400619
958	708755	399829
959	709464	399073
960	710178	398320
961	710771	397499
962	711501	396756
963	712111	395945
964	712733	395142
965	713451	394392
966	714129	393620
967	714944	392924
968	715754	392224
969	716635	391563
970	717647	390973
971	718322	390199
972	719265	389571
973	720000	388829
974	720826	388137
975	721527	387377
976	722348	386681
977	723196	386000
978	723889	385236
979	724762	384567
980	725464	383808
981	726279	383108
982	727011	382365
983	727740	381620
984	728525	380903
985	729264	380164
986	730001	379423
987	730820	378724
988	731791	378104
989	732802	377504
990	733614	376800
991	734458	376113
992	735402	375477
993	736156	374743
994	737119	374116
995	738016	373454
996	738790	372729
997	739627	372036
998	740359	371291
999	741002	370501
1000	741727	369752
1001	742417	368986
1002	743182	368256
1003	744009	367558
1004	744862	366872
1005	745485	366073
1006	746235	365336
1007	747045	364629
1008	747678	363835
1009	748338	363055
1010	748974	362263
1011	749598	361466
1012	750327	360720
1013	751090	359989
1014	751785	359227
1015	752484	358467
1016	753190	357709
1017	753911	356959
1018	754685	356235
1019	755438	355500
1020	756178	354759
1021	756931	354024
1022	757610	353255
1023	758229	352458
1024	759015	351738
1025	759787	351012
1026	760565	350289
1027	761254	349525
1028	761932	348756
1029	762618	347990
1030	763360	347251
1031	764066	346495
1032	764776	345741
1033	765485	344986
1034	766301	344280
1035	766958	343502
1036	767678	342753
1037	768460	342031
1038	769103	341248
1039	769825	340499
1040	770391	339682
1041	771181	338964
1042	771975	338248
1043	772618	337465
1044	773257	336681
1045	773905	335901
1046	774589	335137
1047	775117	334306
1048	775851	333564
1049	776626	332840
1050	777333	332086
1051	778129	331370
1052	778844	330620
1053	779591	329884
1054	780331	329144
1055	781066	328402
1056	781773	327649
1057	782545	326923
1058	783283	326183
1059	783995	325431
1060	784780	324711
1061	785370	323910
1062	785936	323098
1063	786545	322306
1064	787155	321514
1065	787911	320781
1066	788642	320039
1067	789271	319256
1068	790072	318541
1069	790595	317716
1070	791291	316959
1071	791922	316178
1072	792678	315446
1073	793499	314740
1074	794234	313999
1075	795076	313301
1076	795788	312551
1077	796554	311823
1078	797292	311084
1079	797943	310311
1080	798670	309568
1081	799569	308891
1082	800332	308161
1083	801199	307471
1084	801783	306672
1085	802458	305909
1086	803191	305168
1087	803717	304348
1088	804365	303575
1089	805098	302835
1090	805621	302015
1091	806379	301284
1092	807203	300577
1093	807878	299815
1094	808638	299085
1095	809342	298334
1096	810065	297590
1097	810768	296838
1098	811413	296066
1099	811980	295265
1100	812563	294471
1101	813380	293761
1102	814160	293038
1103	814788	292261
1104	815600	291549
1105	816385	290828
1106	817189	290113
1107	817761	289316
1108	818487	288573
1109	818966	287744
1110	819802	287041
1111	820602	286325
1112	821256	285558
1113	821978	284814
1114	822589	284033
1115	823115	283222
1116	823924	282509
1117	824586	281746
1118	825209	280969
1119	826054	280268
1120	826754	279518
1121	827361	278736
1122	827968	277955
1123	828666	277205
1124	829417	276472
1125	830153	275734
1126	830871	274991
1127	831458	274204
1128	832091	273432
1129	832766	272675
1130	833346	271887
1131	834048	271139
1132	834796	270406
1133	835541	269671
1134	836270	268932
1135	837039	268206
1136	837673	267436
1137	838366	266685
1138	839096	265947
1139	839730	265178
1140	840284	264384
1141	841077	263665
1142	841756	262910
1143	842437	262157
1144	843036	261378
1145	843788	260646
1146	844496	259901
1147	845203	259156
1148	845824	258384
1149	846567	257650
1150	847309	256916
1151	847896	256135
1152	848615	255394
1153	849167	254602
1154	849823	253843
1155	850619	253125
1156	851376	252395
1157	852039	251638
1158	852697	250879
1159	853471	250155
1160	854238	249428
1161	855007	248702
1162	855843	247996
1163	856521	247243
1164	857206	246492
1165	857737	245698
1166	858539	244981
1167	859331	244261
1168	859966	243497
1169	860743	242773
1170	861509	242046
1171	862238	241309
1172	862939	240563
1173	863624	239814
1174	864227	239041
1175	864911	238291
1176	865542	237527
1177	866129	236751
1178	866904	236027
1179	867649	235294
1180	868356	234551
1181	869063	233808
1182	869868	233092
1183	870619	232361
1184	871324	231617
1185	872039	230877
1186	872684	230118
1187	873413	229381
1188	874141	228644
1189	874872	227907
1190	875641	227181
1191	876487	226474
1192	877277	225753
1193	878077	225034
1194	878700	224270
1195	879308	223503
1196	880068	222774
1197	880703	222013
1198	881270	221236
1199	882036	220509
1200	882736	219765
1201	883419	219017
1202	884196	218292
1203	884881	217545
1204	885534	216790
1205	886115	216018
1206	886868	215287
1207	887648	214564
1208	888375	213827
1209	889084	213086
1210	889734	212331
1211	890396	211579
1212	891091	210835
1213	891635	210055
1214	892268	209297
1215	892908	208541
1216	893648	207808
1217	894363	207069
1218	895095	206334
1219	895876	205610
1220	896656	204887
1221	897448	204165
1222	898124	203418
1223	898783	202666
1224	899537	201936
1225	900281	201204
1226	901069	200482
1227	901815	199750
1228	902473	198999
1229	903128	198247
1230	903913	197524
1231	904504	196759
1232	905314	196041
1233	906095	195317
1234	906854	194588
1235	907518	193838
1236	908226	193099
1237	908743	192318
1238	909399	191568
1239	910102	190827
1240	910747	190075
1241	911528	189351
1242	912135	188591
1243	912750	187832
1244	913448	187091
1245	914109	186343
1246	914843	185609
1247	915489	184858
1248	916172	184114
1249	916908	183381
1250	917558	182631
1251	918145	181869
1252	918844	181128
1253	919527	180385
1254	920215	179643
1255	920787	178879
1256	921552	178152
1257	922321	177425
1258	922902	176663
1259	923580	175920
1260	924271	175179
1261	924977	174440
1262	925800	173725
1263	926509	172987
1264	927067	172221
1265	927885	171504
1266	928661	170779
1267	929287	170027
1268	930043	169298
1269	930626	168538
1270	931375	167808
1271	932075	167070
1272	932819	166339
1273	933559	165607
1274	934268	164870
1275	934923	164124
1276	935699	163399
1277	936431	162666
1278	937159	161932
1279	937956	161211
1280	938726	160484
1281	939412	159744
1282	940056	158996
1283	940837	158271
1284	941438	157516
1285	942060	156765
1286	942706	156019
1287	943382	155277
1288	944083	154539
1289	944798	153804
1290	945518	153070
1291	946262	152339
1292	946922	151595
1293	947446	150829
1294	948018	150072
1295	948771	149343
1296	949513	148613
1297	950150	147866
1298	950763	147115
1299	951494	146383
1300	952257	145656
1301	952994	144925
1302	953614	144176
1303	954390	143451
1304	955141	142722
1305	955930	141998
1306	956414	141230
1307	957100	140491
1308	957722	139744
1309	958456	139012
1310	959153	138276
1311	959853	137540
1312	960599	136810
1313	961304	136075
1314	961972	135334
1315	962710	134603
1316	963433	133871
1317	964291	133157
1318	964945	132414
1319	965516	131661
1320	966187	130921
1321	966832	130178
1322	967493	129437
1323	968259	128711
1324	969014	127983
1325	969795	127258
1326	970502	126523
1327	971280	125798
1328	971959	125060
1329	972628	124320
1330	973271	123578
1331	974043	122852
1332	974827	122127
1333	975651	121407
1334	976420	120681
1335	977209	119956
1336	977825	119211
1337	978673	118494
1338	979330	117753
1339	979806	116991
1340	980582	116265
1341	981198	115521
1342	981962	114793
1343	982547	114045
1344	983258	113312
1345	983978	112580
1346	984782	111857
1347	985536	111128
1348	986300	110401
1349	986887	109654
1350	987650	108926
1351	988211	108177
1352	989029	107455
1353	989592	106706
1354	990400	105983
1355	991080	105247
1356	991912	104527
1357	992554	103787
1358	993210	103048
1359	993956	102319
1360	994788	101598
1361	995393	100854
1362	996207	100132
1363	996820	99389
1364	997383	98642
1365	998106	97910
1366	998932	97189
1367	999913	96482
1368	1000706	95757
1369	1001632	95045
1370	1002506	94327
1371	1003060	93579
1372	1003889	92857
1373	1004627	92127
1374	1005357	91396
1375	1005917	90649
1376	1006652	89918
1377	1007423	89191
1378	1008133	88458
1379	1008837	87725
1380	1009548	86992
1381	1010351	86267
1382	1011130	85540
1383	1011711	84796
1384	1012290	84052
1385	1013095	83328
1386	1013787	82594
1387	1014669	81875
1388	1015524	81154
1389	1016175	80416
1390	1017018	79694
1391	1017665	78956
1392	1018226	78212
1393	1018840	77472
1394	1019606	76744
1395	1020410	76019
1396	1021182	75291
1397	1021971	74564
1398	1022754	73837
1399	1023449	73103
1400	1024229	72375
1401	1024936	71643
1402	1025661	70911
1403	1026420	70182
1404	1027145	69451
1405	1027988	68727
1406	1028770	67999
1407	1029487	67267
1408	1030240	66537
1409	1030963	65806
1410	1031662	65072
1411	1032244	64332
1412	1032845	63593
1413	1033592	62863
1414	1034421	62138
1415	1035221	61411
1416	1036040	60685
1417	1036770	59954
1418	1037558	59226
1419	1038222	58491
1420	1038750	57748
1421	1039384	57012
1422	1040232	56288
1423	1040979	55557
1424	1041651	54823
1425	1042399	54093
1426	1043050	53358
1427	1043762	52626
1428	1044520	51897
1429	1045378	51172
1430	1046151	50443
1431	1046726	49704
1432	1047504	48976
1433	1048263	48246
1434	1048916	47511
1435	1049701	46783
1436	1050368	46049
1437	1051127	45319
1438	1051821	44587
1439	1052690	43862
1440	1053382	43129
1441	1054163	42400
1442	1055033	41674
1443	1055686	40940
1444	1056313	40205
1445	1057078	39475
1446	1057893	38748
1447	1058486	38011
1448	1059286	37283
1449	1060043	36553
1450	1060839	35824
1451	1061407	35087
1452	1062105	34355
1453	1062922	33627
1454	1063630	32895
1455	1064307	32163
1456	1064968	31430
1457	1065798	30702
1458	1066512	29970
1459	1067255	29239
1460	1068036	28510
1461	1068704	27777
1462	1069450	27046
1463	1070170	26315
1464	1070930	25585
1465	1071635	24853
1466	1072304	24121
1467	1072895	23387
1468	1073632	22656
1469	1074418	21926
1470	1075201	21197
1471	1075851	20464
1472	1076455	19731
1473	1077165	19000
1474	1077868	18268
1475	1078598	17538
1476	1079218	16805
1477	1079957	16075
1478	1080655	15343
1479	1081372	14613
1480	1082079	13882
1481	1082846	13151
1482	1083652	12422
1483	1084327	11690
1484	1084982	10959
1485	1085827	10229
1486	1086604	9499
1487	1087322	8768
1488	1088147	8038
1489	1088840	7307
1490	1089440	6576
1491	1090086	5844
1492	1090858	5114
1493	1091625	4384
1494	1092546	3654
1495	1093303	2923
1496	1093803	2191
1497	1094395	1461
1498	1095140	730
1499	1095864	0
